player_name,player_api_id,home_team_api_id,id,player_fifa_api_id,player_api_id-2,date,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
Daniel Agger,25984,8650,34763,152039,25984,2/22/2007 0:00,72,89,left,high,medium,36,60,66,47,38,58,60,72,47,68,61,72,52,73,75,58,87,75,81,42,77,76,77,73,72,77,68,85,8,5,47,13,10
Daniel Agger,25984,8650,34762,152039,25984,8/30/2007 0:00,83,86,left,high,medium,36,55,85,71,38,58,60,67,78,71,74,72,52,79,75,80,87,80,83,82,77,76,77,73,78,82,85,85,8,25,78,25,25
Daniel Agger,25984,8650,34761,152039,25984,8/30/2008 0:00,82,86,left,high,medium,36,55,87,72,38,58,60,67,83,71,74,72,52,75,75,80,87,80,83,85,78,79,80,73,78,85,87,85,8,25,83,25,25
Daniel Agger,25984,8650,34760,152039,25984,2/22/2009 0:00,82,86,left,high,medium,36,55,87,72,38,58,60,75,83,71,74,72,52,75,75,80,87,80,83,85,78,79,80,73,78,85,87,85,8,25,83,25,25
Daniel Agger,25984,8650,34759,152039,25984,8/30/2009 0:00,81,86,left,high,medium,36,58,87,70,38,58,60,75,83,70,73,71,52,70,75,86,87,80,83,82,78,79,79,73,78,83,87,85,8,25,83,25,25
Daniel Agger,25984,8650,34758,152039,25984,2/22/2010 0:00,82,86,left,high,medium,36,58,87,70,38,61,60,75,83,70,74,73,52,70,75,86,87,80,84,82,83,81,82,73,78,83,87,85,8,25,83,25,25
Daniel Agger,25984,8650,34757,152039,25984,8/30/2010 0:00,82,86,left,high,medium,59,58,87,70,38,61,60,75,83,68,71,72,52,70,75,86,87,76,84,82,83,84,42,73,65,83,87,85,13,9,13,14,13
Daniel Agger,25984,8650,34756,152039,25984,2/22/2011 0:00,82,86,left,high,medium,59,58,87,70,38,56,60,75,83,68,71,72,52,70,75,86,87,76,84,82,83,84,42,73,65,83,87,85,13,9,13,14,13
Daniel Agger,25984,8650,34755,152039,25984,8/30/2011 0:00,83,85,left,high,medium,51,58,83,74,38,56,52,75,70,70,67,70,53,70,47,86,70,76,84,77,83,84,42,59,65,83,87,85,13,9,13,14,13
Daniel Agger,25984,8650,34754,152039,25984,2/22/2012 0:00,83,85,left,high,medium,51,58,83,74,38,56,52,75,70,70,67,69,53,70,47,86,70,76,84,77,83,84,42,59,65,83,87,85,13,9,13,14,13
Daniel Agger,25984,8650,34753,152039,25984,8/31/2012 0:00,83,85,left,high,medium,54,58,83,75,38,59,52,75,71,73,67,69,53,75,47,86,70,76,79,77,79,84,42,59,65,84,87,85,13,9,13,14,13
Daniel Agger,25984,8650,34752,152039,25984,2/15/2013 0:00,83,85,left,high,medium,54,58,83,76,38,61,52,75,72,73,67,69,53,75,47,86,70,76,79,77,79,84,42,59,67,84,87,85,13,9,13,14,13
Daniel Agger,25984,8650,34751,152039,25984,2/22/2013 0:00,82,83,left,high,medium,54,58,83,76,38,61,52,75,72,73,67,69,53,75,47,86,70,76,79,77,79,84,42,59,67,83,87,85,13,9,13,14,13
Daniel Agger,25984,8650,34750,152039,25984,3/8/2013 0:00,83,83,left,high,medium,54,58,83,76,38,61,52,75,72,74,67,69,53,75,47,86,70,76,79,77,79,84,42,59,67,83,87,85,13,9,13,14,13
Daniel Agger,25984,8650,34749,152039,25984,4/19/2013 0:00,83,83,left,high,medium,54,58,83,76,38,61,52,75,72,74,67,69,53,75,47,86,70,76,79,77,79,84,42,59,67,83,87,85,13,9,13,14,13
Daniel Agger,25984,8650,34748,152039,25984,5/3/2013 0:00,83,83,left,high,medium,54,58,83,76,38,61,52,72,72,74,67,69,53,75,47,86,70,76,79,73,79,84,42,59,67,83,87,85,13,9,13,14,13
Daniel Agger,25984,8650,34747,152039,25984,6/7/2013 0:00,83,83,left,high,medium,54,58,83,76,38,61,52,72,72,74,67,69,53,75,47,86,70,76,79,73,79,84,42,59,67,83,87,85,13,9,13,14,13
Daniel Agger,25984,8650,34746,152039,25984,8/16/2013 0:00,83,83,left,high,medium,54,58,83,76,38,61,52,72,72,74,67,69,53,75,47,86,70,76,79,73,79,84,42,59,67,83,87,85,13,9,13,14,13
Daniel Agger,25984,8650,34745,152039,25984,9/20/2013 0:00,82,83,left,high,medium,54,58,83,76,38,61,52,72,72,74,65,69,53,75,47,86,70,76,79,73,79,84,42,59,67,83,86,84,13,9,13,14,13
Daniel Agger,25984,8650,34744,152039,25984,1/10/2014 0:00,82,82,left,high,medium,54,58,83,76,38,61,52,72,72,74,65,69,53,75,47,86,70,76,79,73,79,84,42,59,67,83,86,84,13,9,13,14,13
Daniel Agger,25984,8650,34743,152039,25984,3/14/2014 0:00,82,82,left,high,medium,54,58,83,76,38,61,52,72,72,74,65,69,53,75,47,86,70,76,79,73,79,84,42,59,67,83,84,84,13,9,13,14,13
Daniel Agger,25984,8650,34742,152039,25984,4/25/2014 0:00,81,81,left,high,medium,54,58,83,76,38,61,52,72,72,73,65,69,53,75,47,86,70,76,77,73,79,81,42,59,67,82,84,83,13,9,13,14,13
Daniel Agger,25984,8650,34741,152039,25984,9/18/2014 0:00,81,81,left,high,medium,54,58,83,76,38,56,52,72,72,71,68,77,53,75,47,86,70,76,77,71,79,81,42,59,67,82,84,83,13,9,13,14,13
Daniel Agger,25984,8650,34740,152039,25984,2/6/2015 0:00,81,81,left,medium,medium,54,58,83,76,38,56,52,72,72,71,68,77,53,75,47,86,70,76,77,71,79,81,42,59,67,82,84,83,13,9,13,14,13
Daniel Agger,25984,8650,34739,152039,25984,3/6/2015 0:00,81,81,left,medium,medium,54,58,83,76,38,56,52,72,72,71,68,77,53,75,47,86,70,69,77,71,79,81,42,59,67,82,84,83,13,9,13,14,13
Daniel Agger,25984,8650,34738,152039,25984,3/13/2015 0:00,80,80,left,medium,medium,54,58,83,76,38,56,52,72,72,71,68,77,53,75,47,86,70,66,77,71,79,81,42,59,67,81,82,82,13,9,13,14,13
Daniel Agger,25984,8650,34737,152039,25984,6/5/2015 0:00,80,80,left,medium,medium,54,58,83,76,38,56,52,71,72,71,68,77,53,75,47,85,70,66,77,70,79,81,42,65,67,81,82,82,13,9,13,14,13
Daniel Agger,25984,8650,34736,152039,25984,9/21/2015 0:00,80,80,left,medium,medium,54,58,80,74,38,56,52,69,72,70,66,75,53,75,47,84,67,65,77,70,79,79,42,65,67,82,81,82,13,9,13,14,13
Daniel Agger,25984,8650,34735,152039,25984,10/9/2015 0:00,80,80,left,medium,medium,54,58,80,74,38,56,52,69,72,70,66,75,53,75,47,84,67,65,77,70,79,79,42,65,67,82,81,82,13,9,13,14,13
Daniel Agger,25984,8650,34734,152039,25984,12/10/2015 0:00,80,80,left,medium,medium,54,58,80,74,38,56,52,69,72,70,66,75,53,75,47,84,67,65,77,70,79,79,42,65,73,82,81,82,13,9,13,14,13
Daniel Agger,25984,8650,34733,152039,25984,2/11/2016 0:00,80,80,left,medium,medium,54,58,80,74,38,56,52,69,72,70,66,69,53,75,47,84,67,65,77,70,79,79,42,65,73,82,81,82,13,9,13,14,13
Daniel Agger,25984,8650,34732,152039,25984,3/10/2016 0:00,80,80,left,medium,medium,54,58,80,74,38,56,52,69,72,70,66,69,56,75,47,84,67,65,77,70,79,79,42,65,73,82,81,82,13,9,13,14,13
Daniel Agger,25984,8650,34731,152039,25984,4/28/2016 0:00,77,77,left,medium,medium,54,56,78,72,38,55,52,68,69,69,65,67,55,74,47,81,66,63,76,67,77,77,42,65,65,77,78,79,13,9,13,14,13
Daniel Agger,25984,8650,34730,152039,25984,6/16/2016 0:00,77,77,left,medium,medium,54,56,78,72,38,55,52,68,69,69,65,67,55,74,47,81,66,63,76,67,77,77,42,65,65,77,78,79,13,9,13,14,13
Jamie Carragher,30617,8650,76656,5467,30617,2/22/2007 0:00,85,86,right,medium,high,20,31,89,62,29,41,29,86,39,58,73,74,48,88,81,50,83,84,87,18,88,88,94,59,86,87,90,87,10,9,39,12,9
Jamie Carragher,30617,8650,76655,5467,30617,8/30/2007 0:00,88,89,right,medium,high,42,31,86,62,29,31,29,30,41,60,69,69,48,80,81,46,83,93,85,28,87,88,94,59,80,93,92,87,10,22,41,22,22
Jamie Carragher,30617,8650,76654,5467,30617,8/30/2008 0:00,85,86,right,medium,high,42,31,84,65,29,31,29,30,55,60,67,69,48,79,81,46,83,88,85,28,89,88,90,59,80,93,92,87,10,22,55,22,22
Jamie Carragher,30617,8650,76653,5467,30617,8/30/2009 0:00,85,86,right,medium,high,42,31,84,65,29,31,29,30,55,60,67,69,48,80,81,46,83,86,85,28,90,88,90,59,80,93,92,87,10,22,55,22,22
Jamie Carragher,30617,8650,76652,5467,30617,2/22/2010 0:00,84,86,right,medium,high,42,31,84,70,29,31,29,30,55,60,67,69,48,78,81,46,83,86,85,28,89,88,88,59,77,85,91,87,10,22,55,22,22
Jamie Carragher,30617,8650,76651,5467,30617,8/30/2010 0:00,82,84,right,medium,high,42,31,84,70,29,31,29,30,55,60,63,63,48,71,81,46,83,70,85,28,88,86,46,59,29,87,84,87,15,13,8,14,15
Jamie Carragher,30617,8650,76650,5467,30617,2/22/2011 0:00,82,84,right,medium,high,42,31,84,70,29,31,29,30,55,60,63,63,48,71,81,46,83,70,85,28,88,86,46,59,29,87,84,87,15,13,8,14,15
Jamie Carragher,30617,8650,76649,5467,30617,8/30/2011 0:00,80,80,right,medium,high,42,31,82,67,29,31,29,30,53,58,34,52,48,70,57,46,76,62,82,28,85,83,36,59,29,85,83,84,15,13,8,14,15
Jamie Carragher,30617,8650,76648,5467,30617,2/22/2012 0:00,78,78,right,low,high,42,31,82,66,29,31,29,30,53,55,34,52,48,72,57,46,71,62,81,28,84,83,36,59,29,84,76,82,15,13,8,14,15
Jamie Carragher,30617,8650,76647,5467,30617,8/31/2012 0:00,76,76,right,low,high,42,31,81,61,29,31,29,30,53,51,31,49,48,71,57,46,66,62,80,28,82,81,36,59,29,82,75,80,15,13,8,14,15
Jamie Carragher,30617,8650,76646,5467,30617,2/15/2013 0:00,76,76,right,low,high,42,31,81,61,29,31,29,30,53,51,31,33,48,71,57,46,66,62,80,28,82,81,36,59,38,82,75,80,15,13,8,14,15
Jamie Carragher,30617,8650,76645,5467,30617,4/19/2013 0:00,77,77,right,low,high,42,31,81,61,29,31,29,30,53,51,31,33,48,71,57,46,66,62,80,28,82,83,36,59,38,82,76,80,15,13,8,14,15
Jamie Carragher,30617,8650,76644,5467,30617,5/17/2013 0:00,77,77,right,low,high,42,31,81,61,29,31,29,30,53,51,31,33,48,71,57,46,66,62,80,28,82,83,36,59,38,82,76,80,15,13,8,14,15
Javier Mascherano,38818,8650,78665,142754,38818,2/22/2007 0:00,80,91,right,medium,high,63,50,60,88,59,66,63,80,81,73,76,80,69,88,73,63,59,91,79,60,75,83,86,82,80,91,88,91,8,8,81,10,5
Javier Mascherano,38818,8650,78664,142754,38818,8/30/2007 0:00,80,86,right,medium,high,67,53,66,89,59,61,63,30,87,81,72,74,69,81,73,67,59,85,69,65,88,83,86,82,83,80,85,91,8,23,87,23,23
Javier Mascherano,38818,8650,78663,142754,38818,8/30/2008 0:00,85,87,right,medium,high,68,57,55,91,59,66,63,50,79,84,74,76,69,90,73,68,59,91,81,61,94,88,94,82,86,80,93,91,8,23,79,23,23
Javier Mascherano,38818,8650,78662,142754,38818,2/22/2009 0:00,85,88,right,medium,high,68,57,55,91,59,66,63,50,79,84,74,76,69,90,73,68,59,91,81,61,94,88,94,82,86,80,93,91,8,23,79,23,23
Javier Mascherano,38818,8650,78661,142754,38818,8/30/2009 0:00,85,88,right,medium,high,68,57,55,91,59,66,63,50,79,84,74,76,69,90,73,68,59,90,81,61,93,88,93,82,86,80,93,91,8,23,79,23,23
Javier Mascherano,38818,8650,78660,142754,38818,2/22/2010 0:00,85,88,right,medium,high,68,57,55,91,59,66,63,50,79,84,74,76,69,90,73,68,59,90,81,61,93,88,93,82,86,82,93,91,8,23,79,23,23
Javier Mascherano,38818,8650,78659,142754,38818,8/30/2010 0:00,84,88,right,medium,high,68,57,55,85,59,66,63,50,81,82,77,71,69,90,73,68,59,89,80,66,93,94,73,82,59,82,93,91,6,10,8,5,5
Javier Mascherano,38818,8650,78658,142754,38818,2/22/2011 0:00,83,86,right,medium,high,68,57,55,83,59,66,63,50,80,82,77,71,69,90,73,68,59,86,80,66,93,90,71,82,69,82,93,91,6,10,8,5,5
Javier Mascherano,38818,8650,78657,142754,38818,8/30/2011 0:00,86,87,right,medium,high,63,51,63,77,59,66,63,50,76,82,69,68,69,86,71,68,70,84,75,66,93,94,51,76,69,83,93,89,6,10,8,5,5
Javier Mascherano,38818,8650,78656,142754,38818,2/22/2012 0:00,85,87,right,medium,high,63,51,63,77,59,66,63,50,76,82,68,67,69,86,71,68,70,84,75,66,93,94,51,76,69,83,93,89,6,10,8,5,5
Javier Mascherano,38818,8650,78655,142754,38818,8/31/2012 0:00,86,87,right,medium,high,63,51,63,77,59,58,63,50,76,82,69,68,72,86,81,76,78,87,75,59,93,94,51,76,64,83,93,89,6,10,8,5,5
Javier Mascherano,38818,8650,78654,142754,38818,2/15/2013 0:00,86,87,right,medium,high,63,51,63,77,59,58,63,50,76,82,69,68,72,86,81,76,78,87,75,59,92,92,51,68,64,83,93,89,6,10,8,5,5
Javier Mascherano,38818,8650,78653,142754,38818,3/15/2013 0:00,85,87,right,medium,high,63,51,63,77,59,58,63,50,76,81,69,68,72,86,81,76,78,87,75,59,92,94,51,68,64,83,92,88,6,10,8,5,5
Javier Mascherano,38818,8650,78652,142754,38818,5/17/2013 0:00,85,87,right,medium,high,63,51,63,77,59,58,63,50,76,81,69,68,72,86,81,76,78,87,75,59,92,94,51,68,64,83,92,88,6,10,8,5,5
Javier Mascherano,38818,8650,78651,142754,38818,5/24/2013 0:00,85,87,right,medium,high,63,51,63,77,59,58,63,50,76,81,69,68,72,86,81,76,78,87,75,59,92,92,51,68,64,83,92,88,6,10,8,5,5
Javier Mascherano,38818,8650,78650,142754,38818,9/20/2013 0:00,84,87,right,medium,high,63,51,66,78,59,58,63,50,76,81,69,68,72,84,79,76,75,87,74,59,90,92,51,76,64,83,90,87,6,10,8,5,5
Javier Mascherano,38818,8650,78649,142754,38818,7/25/2014 0:00,84,84,right,medium,high,63,51,66,78,59,58,63,50,76,81,69,68,72,84,79,76,75,87,74,59,90,92,51,76,64,83,90,87,6,10,8,5,5
